user_id,date,track,artist,album,,,,,,,,
00TrompeLeMonde,1.45E+12,I Wonder as I Wander,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,The Show Waltz,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,A Great and Mighty Wonder,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Mary's Boy Child,The London Fox Players,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Little Donkey,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Infant Holy, Infant Lowly,Thoresby RJB Band,Brass Band Christmas,,,,,,,
00TrompeLeMonde,1.45E+12,Sleigh Ride,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,The Virgin Mary Had a Baby Boy,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,The Christmas Song,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Good King Weceslas,The London Fox Players,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,O Holy Night!,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,On a Starry Night,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,O Come All Ye Faithful,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Come, Now Carry Me to Bethlehem (Calypso Carol),Thoresby RJB Band,Brass Band Christmas,,,,,,,
00TrompeLeMonde,1.45E+12,A Christmas Festival,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Past Three O'Clock,Thoresby RJB Band,Brass Band Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Easily,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,REALiTi,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,Artangels,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,butterfly,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,Life In The Vivid Dream,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,Venus Fly,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,laughing and not being normal,Grimes,Art Angels,,,,,,,,
00TrompeLeMonde,1.45E+12,In the Christmas Mood,Glenn Miller Orchestra,Christmas With The Glenn Miller Orchestra,,,,,,,,
00TrompeLeMonde,1.45E+12,Blue Christmas,Atlantic Five Jazz Band,Bar Jazz Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,I'll Be Home For Christmas,Sam Levine,Christmas Jazz,,,,,,,,
00TrompeLeMonde,1.45E+12,Silver Bells,Sam Levine,Christmas Jazz,,,,,,,,
00TrompeLeMonde,1.45E+12,Jingle Bells,Atlantic Five Jazz Band,Bar Jazz Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,White Christmas,Beegie Adair,Jazz Piano Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,We Wish You A Merry Christmas,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,The Decoration Of The Christmas Tree,Pyotr Ilyich Tchaikovsky,The Nutcracker,,,,,,,,
00TrompeLeMonde,1.45E+12,Jingle Bells,Atlantic Five Jazz Band,Bar Jazz Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,I Saw Mommy Kissing Santa Claus,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,The Little Drummer Boy,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,We Wish You a Merry (feat Jason Marsalis),Ellis Marsalis,A New Orleans Christmas Carol (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Medley: Oh Christmas Tree, It Came Upon A Midnight Clear, We Three Kings of Orient Are, What Child Is This?,Glenn Miller Orchestra,Christmas With The Glenn Miller Orchestra,,,,,
00TrompeLeMonde,1.45E+12,Candles,Atlantic Five Jazz Band,Bar Jazz Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,O Tannenbaum,Ellis Marsalis,A New Orleans Christmas Carol (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Tea: Chinese Dance,Pyotr Ilyich Tchaikovsky,The Nutcracker,,,,,,,,
00TrompeLeMonde,1.45E+12,Home for the Holidays,Jack Jezzro,Christmas Jazz,,,,,,,,
00TrompeLeMonde,1.45E+12,Frosty the Snowman,Glenn Miller Orchestra,Christmas With The Glenn Miller Orchestra,,,,,,,,
00TrompeLeMonde,1.45E+12,Auld Lang Syne,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,God Rest Ye Merry Gentlemen,Beegie Adair,Jazz Piano Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Kyrie,Folger Consort,A Medieval Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,O Holy Night (feat Jason Marsalis),Ellis Marsalis,A New Orleans Christmas Carol (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Mr Santa,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,O Little Town Of Bethlehem / When You Wish Upon A Star Medley,Beegie Adair,Jazz Piano Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Silent Night,Glenn Miller Orchestra,Christmas With The Glenn Miller Orchestra,,,,,,,,
00TrompeLeMonde,1.45E+12,Winter Wonderland,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,What Are You Doing New Year's Eve,Beegie Adair,Jazz Piano Christmas,,,,,,,,
00TrompeLeMonde,1.45E+12,Have Yourself a Merry Little Christmas,George Tidwell,Christmas Jazz,,,,,,,,
00TrompeLeMonde,1.45E+12,Rudolph, the Red-Nosed Reindeer,Atlantic Five Jazz Band,Bar Jazz Christmas,,,,,,,
00TrompeLeMonde,1.45E+12,Jingle Bell Rock,Atlantic Five Jazz Band,Bar Music Moods - Christmas Edition,,,,,,,,
00TrompeLeMonde,1.45E+12,Jolly Old St Nicholas,Atlantic Five Jazz Band,Bar Music Moods - Christmas Edition,,,,,,,,
00TrompeLeMonde,1.45E+12,What Child Is This?,Jack Jezzro,Christmas Jazz,,,,,,,,
00TrompeLeMonde,1.45E+12,Winter Wonderland (feat Bill Huntington & Jason Marsalis),Ellis Marsalis,A New Orleans Christmas Carol (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Waltz of the Flowers,Pyotr Ilyich Tchaikovsky,The Nutcracker,,,,,,,,
00TrompeLeMonde,1.45E+12,Chocolate: Spanish Dance,Pyotr Ilyich Tchaikovsky,The Nutcracker,,,,,,,,
00TrompeLeMonde,1.45E+12,The Little Drummer Boy (feat Bill Huntington & Jason Marsalis),Ellis Marsalis,A New Orleans Christmas Carol (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,The Christmas Song,Denis Solee,Christmas Jazz,,,,,,,,
00TrompeLeMonde,1.45E+12,Christmas Waltz,Atlantic Five Jazz Band,Bar Music Moods,,,,,,,,
00TrompeLeMonde,1.45E+12,Sugar Rum Cherry (Dance of the Sugar-Plum Fairy),Duke Ellington,Three Suites,,,,,,,,
00TrompeLeMonde,1.45E+12,Have Yourself A Merry Little Christmas,Diana Krall,Jazz to the World,,,,,,,,
00TrompeLeMonde,1.45E+12,Santa Claus Is Coming to Town,Paul Bley Trio,The Christmas Collection,,,,,,,,
00TrompeLeMonde,1.45E+12,He Loves Me (Lyzel In E Flat),Jill Scott,Gilles Peterson: Worldwide - A Celebration of his Syndicated Radio Show,,,,,,,,
00TrompeLeMonde,1.45E+12,Whole Damn Year,Mary J Blige,Whole Damn Year,,,,,,,,
00TrompeLeMonde,1.45E+12,Walk on By,Isaac Hayes,Greatest Hits Singles (Remastered),,,,,,,,
00TrompeLeMonde,1.45E+12,If I Don't,Bo Saris,Gold,,,,,,,,
00TrompeLeMonde,1.45E+12,100 Days, 100 Nights,Sharon Jones and the Dap-Kings,100 Days, 100 Nights,,,,,,
00TrompeLeMonde,1.45E+12,You Play Me,Amp Fiddler,Waltz Of A Ghetto Fly,,,,,,,,
00TrompeLeMonde,1.45E+12,What Kind of Cool - Will We Think of Next,Cody ChesnuTT,Landing On a Hundred,,,,,,,,
00TrompeLeMonde,1.45E+12,Charlene,Anthony Hamilton,Comin' From Where I'm From,,,,,,,,
00TrompeLeMonde,1.45E+12,Green & Gold,Lianne La Havas,Green & Gold,,,,,,,,
00TrompeLeMonde,1.45E+12,PrimeTime (feat Miguel),Janelle Monáe,The Electric Lady,,,,,,,,
00TrompeLeMonde,1.45E+12,Georgy Porgy (feat Faith Evans),Eric Benét,A Day in the Life,,,,,,,,
00TrompeLeMonde,1.45E+12,No Us, No Them,Bernhoft,Islander,,,,,,,
00TrompeLeMonde,1.45E+12,Powerful Stuff,Sean Hayes,Run Wolves Run,,,,,,,,
00TrompeLeMonde,1.45E+12,Just Ain't Gonna Work Out,Mayer Hawthorne,A Strange Arrangement,,,,,,,,
00TrompeLeMonde,1.45E+12,Right by Your Side,James Morrison,The Awakening,,,,,,,,
00TrompeLeMonde,1.45E+12,Soul Sista,Bilal,1st Born Second (Explicit Version),,,,,,,,
00TrompeLeMonde,1.45E+12,100 Days, 100 Nights,Sharon Jones and the Dap-Kings,100 Days, 100 Nights,,,,,,
00TrompeLeMonde,1.45E+12,Gin & Juice (Let Go My Hand),Andra Day,Cheers To The Fall,,,,,,,,
00TrompeLeMonde,1.45E+12,XO,John Mayer,XO,,,,,,,,
00TrompeLeMonde,1.45E+12,Sparks,Coldplay,Parachutes,,,,,,,,
00TrompeLeMonde,1.45E+12,How to Save a Life,The Fray,How to Save a Life,,,,,,,,
00TrompeLeMonde,1.45E+12,Sophie,Bear's Den,Without / Within,,,,,,,,
00TrompeLeMonde,1.45E+12,Dark Times,The Weeknd,Beauty Behind the Madness,,,,,,,,
00TrompeLeMonde,1.45E+12,Across the Universe,Fiona Apple,Pleasantville -Music From The Motion Picture,,,,,,,,
00TrompeLeMonde,1.45E+12,Hold Back the River,James Bay,Chaos and the Calm,,,,,,,,
00TrompeLeMonde,1.45E+12,Let Her Go,Passenger,All the Little Lights,,,,,,,,
00TrompeLeMonde,1.45E+12,Ooh La La,Faces,The Best Of Faces: Good Boys When They're Asleep (US Release),,,,,,,,
00TrompeLeMonde,1.45E+12,Higher Love,James Vincent McMorrow,Early in the Morning (Special Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Love Love Love,Of Monsters and Men,My Head Is an Animal,,,,,,,,
00TrompeLeMonde,1.45E+12,Someone New,Hozier,Hozier,,,,,,,,
00TrompeLeMonde,1.45E+12,Who You Love,John Mayer,Paradise Valley,,,,,,,,
00TrompeLeMonde,1.45E+12,Yellow,Coldplay,Parachutes,,,,,,,,
00TrompeLeMonde,1.45E+12,Home/Dirty Paws,Gardiner Sisters,Home/Dirty Paws,,,,,,,,
00TrompeLeMonde,1.45E+12,Little Talks,Julia Sheer,Little Talks,,,,,,,,
00TrompeLeMonde,1.45E+12,Dreamer,Isbells,Isbells,,,,,,,,
00TrompeLeMonde,1.45E+12,The Fire,Kina Grannis,Elements,,,,,,,,
00TrompeLeMonde,1.45E+12,Holocene,Bon Iver,Bon Iver,,,,,,,,
00TrompeLeMonde,1.45E+12,Dirty Old Town,Craig Cardiff,Goodnight (Go Home) - CC010,,,,,,,,
00TrompeLeMonde,1.45E+12,Monterey,The Milk Carton Kids,Monterey,,,,,,,,
00TrompeLeMonde,1.45E+12,Georgia,Vance Joy,Dream Your Life Away,,,,,,,,
00TrompeLeMonde,1.45E+12,Ghosts,Laura Marling,Alas I Cannot Swim,,,,,,,,
00TrompeLeMonde,1.45E+12,Halo,Lotte Kestner,The Bluebird of Happiness,,,,,,,,
00TrompeLeMonde,1.45E+12,Work Song,Hozier,Hozier,,,,,,,,
00TrompeLeMonde,1.45E+12,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,James Bay Spotify Session 2015,,,,,,,,
00TrompeLeMonde,1.45E+12,I'm a Mess,Ed Sheeran,x (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Reminder,Mumford & Sons,Babel (Deluxe Version),,,,,,,,
00TrompeLeMonde,1.45E+12,Shiver,Lucy Rose,Like I Used To (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Shine,Benjamin Francis Leftwich,Last Smoke Before The Snowstorm,,,,,,,,
00TrompeLeMonde,1.45E+12,Nothing Arrived - Live from Spotify London,Villagers,Spotify Sessions,,,,,,,,
00TrompeLeMonde,1.45E+12,Bright,Echosmith,Talking Dreams (Deluxe Version),,,,,,,,
00TrompeLeMonde,1.45E+12,Wild World - Acoustic version,王若琳,為愛做的一切,,,,,,,,
00TrompeLeMonde,1.45E+12,Stay With Me - Live From Spotify Berlin,Angus & Julia Stone,Spotify Sessions,,,,,,,,
00TrompeLeMonde,1.45E+12,Crosses,José González,Veneer,,,,,,,,
00TrompeLeMonde,1.45E+12,Tiger Striped Sky,Roo Panes,Little Giant,,,,,,,,
00TrompeLeMonde,1.45E+12,Poison & Wine,The Civil Wars,Barton Hollow,,,,,,,,
00TrompeLeMonde,1.45E+12,Little Moment,Rathborne,SOFT,,,,,,,,
00TrompeLeMonde,1.45E+12,Older Chests,Damien Rice,O,,,,,,,,
00TrompeLeMonde,1.45E+12,All The Time,Bahamas,Bahamas is Afie,,,,,,,,
00TrompeLeMonde,1.45E+12,Only Love,Ben Howard,Every Kingdom,,,,,,,,
00TrompeLeMonde,1.45E+12,Free Fallin' - Live at the Nokia Theatre,John Mayer,Where The Light Is: John Mayer Live In Los Angeles,,,,,,,,
00TrompeLeMonde,1.45E+12,Thinking Out Loud,Ed Sheeran,x (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,I Don't Want to Change You,Damien Rice,I Don't Want To Change You,,,,,,,,
00TrompeLeMonde,1.45E+12,Collide - Acoustic Version,Howie Day,Stop All The World Now (SPECIAL EDITION VERSION),,,,,,,,
00TrompeLeMonde,1.45E+12,Tenerife Sea,Ed Sheeran,x (Deluxe Edition),,,,,,,,
00TrompeLeMonde,1.45E+12,Be the Song,Foy Vance,Melrose EP,,,,,,,,
00TrompeLeMonde,1.45E+12,Barcelona,George Ezra,Wanted on Voyage,,,,,,,,
00TrompeLeMonde,1.45E+12,Heartbeats,José González,Imperial Recordings Best of,,,,,,,,
00TrompeLeMonde,1.45E+12,Both Hands,Ani DiFranco,Ani DiFranco,,,,,,,,
00TrompeLeMonde,1.45E+12,1234,Feist,The Reminder,,,,,,,,
00TrompeLeMonde,1.45E+12,Slow It Down,The Lumineers,The Lumineers,,,,,,,,
00williamsj,1.46E+12,Black Saucers,Lonely The Brave,The Day's War (Victory Edition),,,,,,,,
00williamsj,1.46E+12,Victory Line,Lonely The Brave,The Day's War (Victory Edition),,,,,,,,
00williamsj,1.46E+12,Black Saucers (Redux),Lonely The Brave,The Day's War (Victory Edition),,,,,,,,
00williamsj,1.46E+12,Black Mire,Lonely The Brave,Black Mire,,,,,,,,
00williamsj,1.46E+12,Might as Well Get Stoned,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,I'm Not Going Out Tonight,Bobby Long,Ode to Thinking,,,,,,,,
00williamsj,1.46E+12,Has Been,William Shatner,William Shatner Has Been,,,,,,,,
00williamsj,1.46E+12,Common People,William Shatner,William Shatner Has Been,,,,,,,,
00williamsj,1.46E+12,Stars,David Duchovny,Hell Or Highwater,,,,,,,,
00williamsj,1.46E+12,3000,David Duchovny,Hell Or Highwater,,,,,,,,
00williamsj,1.46E+12,Let It Rain,David Duchovny,Hell Or Highwater,,,,,,,,
00williamsj,1.46E+12,You won't break my heart,Paul Goodwin,Trinkets and Offcuts,,,,,,,,
00williamsj,1.46E+12,The Ghost of Paddy's Night Past,Paul Goodwin,Trinkets and Offcuts,,,,,,,,
00williamsj,1.46E+12,This Place is Dead Anyway,Paul Goodwin,Trinkets and Offcuts,,,,,,,,
00williamsj,1.46E+12,Hollow Talk,Choir of Young Believers,This Is for the White in Your Eyes,,,,,,,,
00williamsj,1.46E+12,Anyways,The Starting Line,Anyways - EP,,,,,,,,
00williamsj,1.46E+12,Death Dream,Frightened Rabbit,Death Dream,,,,,,,,
00williamsj,1.46E+12,Allowance,Our Lady Peace,Curve,,,,,,,,
00williamsj,1.46E+12,The World On A String,Our Lady Peace,Healthy In Paranoid Times,,,,,,,,
00williamsj,1.46E+12,Bring Back The Sun,Our Lady Peace,Gravity,,,,,,,,
00williamsj,1.46E+12,My Marengo,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Hellhole,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Mendokusai,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Orion,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,My Marengo,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Hellhole,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Mendokusai,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Orion,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Tact Is Dead,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Detective,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Rookie of the Year,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Wrecker,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Boy,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Boy,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Helix & Ferman,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.46E+12,Letter to the Team - After Another Imperfect Season,Tellison,HOPE FADING NIGHTLY,,,,,,,,
00williamsj,1.45E+12,Blue Bucket of Gold,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,No Shade in the Shadow of the Cross,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,John My Beloved,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Carrie & Lowell,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,The Only Thing,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Fourth of July,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Eugene,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Drawn to the Blood,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,All of Me Wants All of You,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Should Have Known Better,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Death with Dignity,Sufjan Stevens,Carrie & Lowell,,,,,,,,
00williamsj,1.45E+12,Cats and Dogs,The Head and the Heart,The Head and The Heart,,,,,,,,
00williamsj,1.45E+12,The Love Within,Bloc Party,Hymns,,,,,,,,
00williamsj,1.45E+12,Did You Miss Me?,The Cooper Temple Clause,See This Through And Leave,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,Burn Masculinity,The Spook School,Try To Be Hopeful,,,,,,,,
00williamsj,1.46E+12,Might as Well Get Stoned,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,Was It 26,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Might as Well Get Stoned,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,24 frames,Jason Isbell,Something More Than Free,,,,,,,,
00williamsj,1.45E+12,If It Takes a Lifetime,Jason Isbell,Something More Than Free,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,Was It 26,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Might as Well Get Stoned,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,Sometimes I Cry,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,Outlaw State of Mind,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,The Devil Named Music,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.45E+12,Was It 26,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Might as Well Get Stoned,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Traveller,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Might as Well Get Stoned,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Daddy Doesn't Pray Anymore,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,When the Stars Come Out,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,More of You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Nobody to Blame,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Whiskey and You,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Parachute,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Tennessee Whiskey,Chris Stapleton,Traveller,,,,,,,,
00williamsj,1.46E+12,Fire Away,Chris Stapleton,Traveller,,,,,,,,
